id,name,year,number_of_contributions,cnum
2080377,Quantum Physics and Logic 2022,2022,1,C22-06-27.7
2081530,64th IEEE International Midwest Symposium on Circuits and Systems,2021,1,C21-08-09.2
2087435,4th Information Universe Conference,2022,1,C22-06-22.2
2096626,"2021 IEEE International Conference on Engineering, Technology and Innovation",2021,1,C21-06-21.4
2103764,"22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing",2022,1,C22-05-16.5
2645094,CO5BOLD workshop 2016,2016,1,C16-04-11.5
2646863,5th Zeldovich meeting,2023,1,C23-06-12.3
2648057,43rd International Conference on Applications and Theory of Petri Nets and Concurrency,2022,1,C22-06-19.4
2649830,3rd International Conference on Physics and Engineering Mathematics,2022,1,C22-12-16
2653052,European Workshop on Photocathodes for Particle Accelerator Applications,2022,1,C22-09-20.1
2656424,14th Latin American Symposium on Circuits and Systems,2023,1,C23-02-28.1
2656426,7th International Symposium on Advanced Control of Industrial Processes,2022,1,C22-08-07.2
2656430,2022 International Power Modulator and High Voltage Conference,2022,1,C22-06-19.5
2656440,Nonlinear Optics and its Applications 2022,2022,1,C22-04-03.1
2656448,Laser-based Micro- and Nanoprocessing XVI,2022,1,C22-01-22.1
2656453,"11th International Conference on Data Science, Technology and Applications",2022,1,C22-07-11.6
2656454,19th ACM-IEEE International Conference on Formal Methods and Models for System Design,2021,1,C21-11-20
2660752,72nd International Astronautical Congress,2021,1,C21-10-25.5
2661781,6th International Conference Frontiers in Diagnostic Technologies,2022,1,C22-10-19.1
2666012,33rd International Workshop on Rapid System Prototyping,2022,1,C22-10-13.1
2668401,2023 International Conference of Deep Space Sciences,2023,1,C23-04-22
2669819,"8th International Conference on Mathematics, Science, and Education",2021,1,C21-10-05.2
2613572,32nd International Conference on Automated Planning and Scheduling,2022,1,C22-06-13.15
2613793,28th International Conference on Nuclear Engineering,2021,1,C21-08-04.1
2619466,2022 International Conference on Modern Network Technologies,2022,1,C22-10-27.1
2622425,2022 IEEE 18th International Conference on e-Science,2022,1,C22-10-11.2
2623726,IEEE International Power Modulator and High Voltage Conference,2022,1,C22-06-19.3
2626210,"Photonics Applications in Astronomy, Communications, Industry, and High Energy Physics Experiments 2022",2022,1,C22-09-15
2633183,6th Chilean School of High Energy Physics,2023,1,C23-01-16.1
2633184,16th International Symposium on Origin of Matter and Evolution of Galaxies,2022,1,C22-10-25.1
2633203,22nd European Workshop on White Dwarfs,2022,1,C22-08-15.3
2637528,Journées de Rencontre des Jeunes Chercheurs 2021,2021,1,C21-10-17.3
2637845,Second Analysis Ecosystems Workshop,2022,1,C22-05-23.9
2637858,Compact EUV & X-ray Light Sources 2022,2022,1,C22-03-21.3
2639275,"19th International Conference on Informatics in Control, Automation and Robotics",2022,1,C22-07-14
2643370,International Conference on Applied Mathematics and Digital Simulation,2022,1,C22-11-26
1406224,10th  Spanish Conference   on  Electron Devices,2015,1,C15-02-11.2
1406645,11th IEEE International Conference on Automation Science and Engineering,2015,1,C15-08-24.5
1406646,22nd European conference on circuit theory and design,2015,1,C15-08-24.6
1406654,17th Convegno Italiano delle Tecnologie Fotoniche,2015,1,C15-05-06.1
1406692,9th International Conference on Non-Euclidean Geometry and Its Applications,2015,1,C15-10-27
1406725,10th Spontaneous Workshop on Hot topics in Modern Cosmology,2016,1,C16-05-09
1407245,13th Quantum (and Classical) Physics with Non-Hermitian Operators,2015,1,C15-07-12.1
1407884,2nd Time Machine Factory conference,2015,1,C15-10-25
1408072,IAU Symposium 319,2015,1,C15-08-11.2
1408816,24th International Laser Physics Workshop,2015,1,C15-08-21
1408942,SDSS-IV Collaboration Meeting,2015,1,C15-07-20.6
1411151,IEEE International Instrumentation and Measurement Technology Conference,2016,1,C16-05-23.3
1412142,International Conference on Vibration Problems,2015,1,C15-02-18.1
1413146,8th Aegean Summer School,2015,1,C15-06-29.9
1413154,12th International Workshop on Quantum Physics and Logic,2015,1,C15-07-15
1676791,New Trends in High-Energy Physics,2018,1,C18-09-24.4
1677250,"18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",2018,1,C18-05-01
1678210,New Perspectives 2018,2018,1,C18-06-18.10
1678604,51st Fermilab Users Organization Annual Meeting,2018,1,C18-06-19
1680586,8th International Conference on Applied Physics and Mathematics,2018,1,C18-01-27
1680731,International Symposium on Cosmic Rays and Astrophysics,2017,1,C17-06-20.2
1681567,8th International Conference on Charged & Neutral Particles Channeling Phenomena,2018,1,C18-09-23
1692907,43nd IEEE Conference on Local Computer Networks,2018,1,C18-10-01.6
1693262,"17th International Conference on Geometry, Integrability and Quantization",2015,1,C15-06-05.1
1693439,6th Target Fabrication Workshop,2017,1,C17-05-08.2
1366102,6th ICTP Latin-American String School,2015,0,C15-10-26.1
1367266,5th High Energy Phenomena in Relativistic Outflows,2015,0,C15-10-05.1
1368788,Quantum Gravity Meeting - Rome 2015,2015,0,C15-07-20.4
1369054,11th International Workshop on Heavy Quarkonium,2016,0,C16-06-06
1370488,Multi-Boson Interactions Workshop,2015,0,C15-09-02.1
1370494,de Sitter and microstate landscapes in String Theory,2015,0,C15-06-16
1371090,Workshop on Quantum Fields and IR Issues in de Sitter Space,2015,0,C15-07-20.8
1371664,"Black Holes, Holography and Strings",2015,0,C15-07-30.2
1372159,Latin American Workshop in Condensed Matter: Low Dimensional Topological Quantum Matter,2015,0,C15-08-24
1372174,Theoretical Cosmology in the Era of Large Survey,2016,0,C16-03-21.1
1372175,Conformal Field Theories and Renormalization Group Flows in Dimensions d>2,2016,0,C16-05-23
1372176,Supergravity: what next?,2016,0,C16-09-05.1
1372840,International Workshop on Antiproton Physics and Technology at FAIR,2015,0,C15-11-16.1
1373037,2015 Xinjiang Summer Program on Astroparticle Physics,2015,0,C15-07-06.5
1373235,Workshop on Higher Spin Theories,2015,0,C15-08-27
1373412,15th String Phenomenology 2016,2016,0,C16-06-20.1
1373454,Geant4 Training Course,2015,0,C15-07-06.6
1373791,27th Indian-Summer School of Physics,2015,0,C15-09-14.3
1374170,Symposium on Effective Field Theories and Lattice Gauge Theory,2016,0,C16-05-18
1374565,4th Chilean School of High Energy Physics,2016,0,C16-01-13
1374814,45th British Universities Summer School in Theoretical Elementary Particle Physics,2015,0,C15-08-24.1
1375124,16th Workshop on Statistical Mechanics and Nonperturbative Field Theory,2015,0,C15-12-09
1375543,Gravity @ all scales,2015,0,C15-08-24.2
1375894,Experimental Challenges for the LHC Run II,2016,0,C16-03-28
1376822,10th International Positron Source Workshop,2015,0,C15-09-02.2
1377630,International Conference on General Relativity,2015,0,C15-11-25
1378045,19th International Conference From the Planck Scale to the Electroweak Scale,2016,0,C16-05-23.2
1379937,Amplitudes 2016,2016,0,C16-07-04.1
1380253,LHeC Workshop,2015,0,C15-06-24.3
1380261,Higgs Couplings,2015,0,C15-10-12.2
1380573,Windows on Quantum Gravity: Season 2,2015,0,C15-10-28
1380954,2nd Workshop on 'Is quantum theory exact ? The endeavor for the theory beyond standard quantum mechanics',2015,0,C15-09-23.1
1380957,Frontiers in hadron and nuclear physics with strangeness and charm,2015,0,C15-10-19
1382055,Workshop on Geometry and Quantum Dynamics,2015,0,C15-10-26.2
1382198,Higgs Effective Field Theories,2015,0,C15-11-04
1382861,39th Johns Hopkins Workshop on Current Problems in Particle Theory,2015,0,C15-08-12
1382871,47th Herbstschule für Hochenergiephysik Maria Laach,2015,0,C15-09-08.1
1382875,CERN School of Computing,2015,0,C15-09-14.4
1383052,International Workshop on Holography and Condensed Matter,2015,0,C15-09-24.1
1383967,International Conference on Physics,2016,0,C16-06-27.1
1383968,Joint Annual Meeting of the Austrian physical Society and the Swiss Physical Society,2015,0,C15-09-01.1
1383970,Career Development Workshop for Women in Physics,2015,0,C15-10-12.4
1384058,100 Years of General Theory of Relativity,2015,0,C15-11-12
1384177,"2nd Workshop on Resummation, Evolution, Factorization",2015,0,C15-11-02.2
1384582,4th Postgradute Meeting on Theoretical Physics,2015,0,C15-11-18
1384627,6th International Workshop on High Energy Physics in the LHC era,2016,0,C16-01-06
1385691,Dark Matter - Cairo Workshop,2015,0,C15-12-14
1385838,5th KEK Flavor Factory Workshop,2015,0,C15-10-26.3
1385839,3rd Workshop on Belle II Theory Interface Platform,2015,0,C15-10-28.1
1385925,HAP Dark Matter 2015,2015,0,C15-09-21.2
1387372,Supergravity 2015,2015,0,C15-10-29
1387716,"8th International Workshop on Boosted Object Phenomenology, Reconstruction and Searches in HEP",2016,0,C16-07-18
1387809,School and Workshop on Large Scale Structure,2016,0,C16-02-01
1256265,Scalars 2015,2015,0,C15-12-03
1936178,3rd Forward Physics Facility Meeting,2021,0,C21-10-25.1
1937135,Iranian Conference on High Energy Physics 1400,2021,0,C21-11-08.3
1938732,Latin American Symposium of High Energy Physics ,2021,0,C21-11-08.4
1938895,Cancelled: 4th workshop on Bound states in QCD and beyond,2022,0,C22-02-15
1939120,17th Rencontres du Vietnam ,2022,0,C22-08-14
1940357,IBS-ICTP Workshop on Axion-Like Particles,2021,0,C21-10-27
1941610,Eurostrings 2022,2022,0,C22-04-25.1
1941649,CPAD Instrumentation Frontier Workshop 2021,2021,0,C21-03-18.1
1941802,APS March Meeting 2021,2021,0,C21-03-15.5
1941930,NUSTEC Workshop New directions in Neutrino-Nucleus Scattering ,2021,0,C21-03-15.6
1941962,APS April Meeting 2021,2021,0,C21-04-17
1941964,Machine Learning for Jet Physics 2021,2021,0,C21-07-06.2
1941965,pre-GDB workshop: data-centre network architectures 2021,2021,0,C21-06-07.10
1941983,14th International Conference on Interconnections between Particle Physics and Cosmology,2021,0,C21-05-17.6
1941984,3rd Nuclear and Particle Theory Meeting 2021,2021,0,C21-05-10.3
1943945,New observational windows on the high-scale origin of matter-antimatter asymmetry,2022,0,C22-01-10.2
1945363,Invisibles Workshop 2022,2022,0,C22-06-20
1945364,Invisibles Workshop 2022,2022,0,C22-06-20.1
1946067,Light Dark World 2021,2021,0,C21-12-13.1
1947681,Light Dark World 2019,2019,0,C19-08-12.2
1947683,Light Dark World 2016,2016,0,C16-07-11.10
1947684,Light Dark World 2017,2017,0,C17-10-19.2
1952057,Synergies@Prague,2021,0,C21-12-08
1952786,Physics of Fundamental Symmetries and Interactions,2022,0,C22-10-16
1953249,International Round Table on Applied Research and Innovations @ NICA,2021,0,C21-09-15.1
1956857,ISQG Virtual Town Hall Meeting,2021,0,C21-11-18
1957980,TeV Particle Astrophysics 2022,2022,0,C22-08-08
1959351,Supergravity and Holography,2021,0,C21-12-13.2
1961111,KEK-PH lectures and workshops,2021,0,C21-11-16
1961244,SciAccess 2021 Conference,2021,0,C21-11-12
1962905,Postponed: LF(U)V Workshop,2022,0,C22-01-12
1964964,2022 January meetings at the Continuum collaboration in mathematical physics,2022,0,C22-01-15
1965070,5th FCC Physics Workshop,2022,0,C22-02-07.1
1966803,IFQ-ExU joint mini workshop: Extreme Universe from Qubits,2021,0,C21-12-16.1
1969318,Neutrinos at ORNL Workshop,2021,0,C21-11-30
1970056,SIGRAV International School 2022 on Cosmology,2022,0,C22-02-14.1
1970588,"The History, Philosophy, and Sociology of Large Physics Experiments",2022,0,C22-03-13
1971806,14th Spontaneous Workshop on Hot topics in Modern Cosmology,2022,0,C22-05-01
1971810,Nordic Winter School on Particle Physics and Cosmology 2022,2022,0,C22-01-19
1972624,The Quantumness of Hardprobes,2022,0,C22-01-17.1
1973672,International Conference on Strong and Electro-Weak Matter 2022,2022,0,C22-06-20.2
1973688,9th Workshop on Flavour Symmetries and Consequences in Accelerators and Cosmology,2022,0,C22-06-27
1973714,INFN School of Statistics 2022,2022,0,C22-05-15
1975946,"3rd GGI School on Theoretical Aspects of Astroparticle Physics, Cosmology and Gravitation",2022,0,C22-03-14
1976024,@FlipPhysics Workshop,2022,0,C22-03-21
1976311,Iberian Strings 2022,2022,0,C22-01-19.1
1976421,16th Iberian Cosmology Meeting,2022,0,C22-05-04
1980439,Geometric Aspects of the Swampland,2022,0,C22-01-10.3
1980533,29th International Conference on Supersymmetry and Unification of Fundamental Interactions,2022,0,C22-06-27.1
1982332,Geometry and  Swampland,2022,0,C22-01-24
1982479,CTP Workshop: Gravitating Frontiers,2021,0,C21-12-04
1982572,International School on AstroParticle Physics,2022,0,C22-03-28
1984495,10th UK-QFT Meeting,2022,0,C22-01-07
1985986,4th World Summit on Exploring the Dark Side of the Universe,2022,0,C22-11-07
1986535,10th Thematic CERN School of Computing,2022,0,C22-05-01.1
1987661,Frontiers of Holographic Duality-3,2021,0,C21-12-06.3
1989694,"12th workshop on picosecond timing detectors, electronics and applications",2021,0,C21-09-09.1
1991698,7th National Workshop on Quantum Field Theory,2021,0,C21-12-08.1
1995579,SynCRETism 2022,2022,0,C22-06-20.3
1995582,Informational Architecture of Spacetime Workshop,2022,0,C22-05-30.2
2000620,"2nd International Conference on Electrical, Computer and Energy Technologies",2022,0,C22-07-20
2001551,BCVSPIN 2021 Online School: Probing the Mysteries of the Universe,2022,0,C22-01-10.4
2005526,"Geometry, Representation Theory and Quantum Fields",2022,0,C22-03-22
2010783,2nd EuCAPT Annual Symposium,2022,0,C22-05-23.2
2010990,QCD Evolution 2022,2022,0,C22-04-24
2010994,High energy physics meets low energy phenomena,2022,0,C22-06-20.4
2011014,QCD and Hadron Physics at Low and High Energies,2022,0,C22-09-12.1
2011609,Tri-Institute Summer School on Elementary Particles,2022,0,C22-07-04.2
2011720,Recent progress on gravity tests,2022,0,C22-02-16
2013492,"9th Workshop on Resummation, Evolution, Factorization 2022",2022,0,C22-10-31
1352014,LHC Working Group on Forward Physics and Diffraction,2015,0,C15-04-21.1
1352025,1st Higgs Centre School of Theoretical Physics,2015,0,C15-05-25.4
1352171,Standard Model @ LHC,2015,0,C15-04-21
1355484,"Topical  Workshop: ""Top mass: challenges in definition and determination"".",2015,0,C15-05-06
1355591,BIT’s 5th Annual World Congress of Nano Science and Technology,2015,0,C15-09-24
1356679,"Particle Astrophysics and Cosmology, Including Fundamental InteraCtions",2015,0,C15-09-12.1
1356791,Workshop on Geometry of Graviton Scattering Amplitudes,2015,0,C15-07-14.1
1357352,"21st International Symposium on Particle, Strings and Cosmology",2015,0,C15-06-29.4
1357353,Summer School on Particle Physics,2015,0,C15-06-15.3
1357358,Pseudo-observables: from LEP to LHC,2015,0,C15-04-09.1
1357359,Summer School on Theory challenges for LHC physics,2015,0,C15-07-20.3
1357365,Selected Topics in Theoretical High Energy Physics,2015,0,C15-09-21.1
1357369,Intense Electron Beams Workshop,2015,0,C15-06-17
1357468,6th Higgs Hunting 2015,2015,0,C15-07-30.1
1357469,International Wilhelm and Else Heraeus Physics School: Diffractive and electromagnetic processes at high energies,2015,0,C15-08-17.4
1357488,International Workshop on Hadron Structure and Spectroscopy,2015,0,C15-05-18.4
1357491,Excellence in Detectors and Instrumentation Technologies,2015,0,C15-10-20
1762573,"3rd Workshop on High Energy Physics, Astrophysics and Cosmology",2020,0,C20-02-03
1762671,"Solvay Workshop on Higher Spin Gauge Theories, Topological Field Theory (TFT) and Deformation Quantization (DQ)",2020,0,C20-02-17.1
1762968,711th WE-Heraeus-Seminar,2020,0,C20-01-12
1763408,Lattice QCD at Fermilab,2019,0,C19-11-07.2
1763490,16th Rencontres du Vietnam,2020,0,C20-08-09.1
1763493,Phenomenology of Strong Gravity II,2020,0,C20-06-01.1
1763603,Postponed: 55th Rencontres de Moriond on Electroweak Interactions and Unified Theories,2020,0,C20-03-21
1763604,Postponed: 55th Rencontres de Moriond on QCD and High Energy Interactions,2020,0,C20-03-28.1
1763605,Postponed: 55th Rencontres de Moriond on Cosmology,2020,0,C20-03-28
1763757,"3rd Workshop on High Energy Physics, Astrophysics and Cosmology",2020,0,C20-02-03.1
1764279,6th Workshop on Cosmology and the Quantum Vacuum,2020,0,C20-03-05
1764464,3rd KMI School,2020,0,C20-03-03
1765156,Postponed: 14th Symposium on Sources and detection of dark matter and dark energy in the Universe,2020,0,C20-03-25
1765219,15th Trento Workshop on Advanced Silicon Radiation Detectors,2020,0,C20-02-17.2
1765291,84th DPG Spring Meeting of the German Physical Society (DPG Frühjahrstagung),2020,0,C20-03-29
1765334,1st Annual Workshop on Large-Scale Experiment-in-the-Loop-Computing,2019,0,C19-11-18.1
1765492,9th Gulf Coast Gravity Meeting,2020,0,C20-03-13.1
1765493,International Conference on the Emerging Issues in Cosmology and Particle Physics,2020,0,C20-01-12.1
1765623,"Integrability, Anomales and Quantum Field Theory",2020,0,C20-02-10
1765723,FunQCD: from first principles to effective theories,2020,0,C20-04-06
1766104,"European Lasers, Photonics and Optics Technologies Summit",2020,0,C20-09-24
1766250,Quarkonia As Tools 2020,2020,0,C20-01-12.2
1766565,Mathematica Summer School in Theoretical Physics,2020,0,C20-06-22
1766570,Cancelled: 10th International Workshop on QCD - Theory and Experiment,2020,0,C20-06-25
1766705,"Integrability, dualities and deformations",2020,0,C20-03-30.2
1766814,Postponed: 11th International Workshop on the CKM Unitarity Triangle,2020,0,C20-11-30
1766851,Remnants of the Big Bang,2020,0,C20-01-23
1767059,Postponed: 16th International Workshop on Tau Lepton Physics,2020,0,C20-09-27
1767060,JENNIFER2 Summer School on Particle Physics and Detectors,2020,0,C20-07-06
1767282,17th annual workshop on Soft-Collinear Effective Theory,2020,0,C20-03-23.1
1767283,Westlake School in Theoretical Physics: Effective Field Theories,2020,0,C20-03-16
1767298,27th Astronomical Data Analysis Software and Systems,2017,0,C17-10-22
1767414,14th Workshop on Applied Antineutrino Physics,2018,0,C18-10-10.1
1767610,"First HEP Graduate Courses, M'sila, Algeria",2020,0,C20-01-07.1
1768143,From Bound States to the Continuum,2018,0,C18-06-11.13
1768889,Michigan Cosmology Summer School 2020,2020,0,C20-06-01.2
1769098,Quarkonia As Tools 2019,2019,0,C19-01-13.1
1769332,Postponed: 11th International Conference on Hard and Electromagnetic Probes of High-Energy Nuclear Collisions,2022,0,C22-09-25
1769865,"Postponed - DIAS, STP Summer School 2020",2020,0,C20-06-13
1770103,LoopFest XIX,2020,0,C20-05-07
1770366,Postponed: 2020 European School of High-Energy Physics,2020,0,C20-06-17
1770628,SuperKEKB: Challenges for the High Luminosity Frontier,2020,0,C20-01-30
1770829,Great Lessons from Exact techniques and Beyond,2020,0,C20-06-08.1
1771501,19th String Phenomenology 2020,2020,0,C20-06-08.2
1771503,Southwest Strings Meeting 2020,2020,0,C20-02-14
1771637,Postponed: International School on AstroParticle Physics,2020,0,C20-06-21.1
1771970,3rd Workshop on Hadronic Contributions to New Physics Searches,2020,0,C20-09-24.1
1772202,Coordinated Mini-Lecture Series on Quantum Computing and Quantum Information Science for Nuclear Physics,2020,0,C20-03-09.2
1772207,19th International Symposium on Laser-Aided Plasma Diagnostics 2019,2019,0,C19-09-22.5
1773873,8th International Workshop on High Precision for Hard Processes at the LHC,2020,0,C20-09-21.1
1773971,Postponed: 6th International Conference on the Nature and Ontology of Spacetime,2020,0,C20-05-11.1
1774226,Cancelled: 8th International Conference on High Energy Physics in the LHC Era,2021,0,C21-01-04
1774294,9th Workshop on Flavour Symmetries and Consequences in Accelerators and Cosmology,2020,0,C20-07-20.2
1774582,"Summiting The Unknown: New Physics, New Opportunities, New Voices",2020,0,C20-05-30
1774663,Entangle This V,2020,0,C20-06-15.2
1774953,Postponed - 7th Symposium on Prospects in the Physics of Discrete Symmetries,2020,0,C20-11-22
1775060,CANCELLED: Extended Workshop NUTs (Neutrino Theories) 2021,2021,0,C21-05-03
1775073,Postponed: International Workshop on Partial Wave Analyses and Advanced Tools for Hadron Spectroscopy,2020,0,C20-08-10
1775074,3rd FCC Physics and Experiments Workshop,2020,0,C20-01-13.3
1775084,Postponed: 21st International Symposium on Very High Energy Cosmic Ray Interactions,2020,0,C20-06-04.1
1775356,1st INFN School on Underground Physic,2020,0,C20-06-29.1
1775421,Prospects for Intensity Frontier Particle Physics with Compressed Pulses from the ESS Linac,2020,0,C20-03-02.1
1775635,Accretion 2020 @ Fudan,2020,0,C20-07-01
1775714,Workshop on New Trends in Dark Matter,2020,0,C20-12-07
1775852,Cargese Summer School,2020,0,C20-06-15.3
1775983,Data Science in (Astro)Particle Physics and Cosmology: the Bridge to Industry,2020,0,C20-03-16.1
1776075,20th International Baikal Summer School on Physics of Elementary Particles and Astrophysics,2020,0,C20-07-14
1776091,15th Iberian Cosmology Meeting,2020,0,C20-04-06.1
1776122,16th International Workshop on Dark Side of the Universe 2021,2021,0,C20-07-13.2
1776148,The Frontiers of Physics,2020,0,C20-03-18
1776151,48th SLAC Summer Institute,2020,0,C20-08-10.1
1776248,11th Higgs Hunting 2020,2020,0,C20-09-07.1
1776269,The CERN Beam Dump Facility and the Proposed SHiP Experiment,2020,0,C20-03-26
1776270,"Summer School on Statistical Physics and Machine Learning, Session 116",2020,0,C20-08-03.2
1776271,Postponed: 34th Recontres de Physique de la Vallée d'Aoste,2020,0,C20-03-08
1776275,12th International Conference on the Health Effects of Incorporated Radionuclides,2018,0,C18-10-08.9
1776388,Postponed: Developing New Directions in Fundamental Physics 2020,2020,0,C20-04-26
1776413,40th International Symposium on Physics in Collisions,2020,0,C20-09-20
1776541,QCD Evolution Workshop 2020,2020,0,C20-04-27.2
1776542,BASIS Foundation Summer School 2020: Modern methods in Quantum Field Theory,2020,0,C20-07-20.3
1776849,70th Electronic Components and Technology Conference,2020,0,C20-05-26.1
1776850,20th International Conference on Computational Science and its Applications,2020,0,C20-07-01.1
1776853,Postponed: Cargese 2020 International Summer School,2020,0,C20-07-20.4
1776909,Postponed: COSMOLOGY 2020 in Duino,2020,0,C20-07-20.5
1777088,2020 JOINT FAR/ANSEF-ICTP Summer School on Theoretical Physics,2020,0,C20-06-22.1
1777242,"Conceptual and Phenomenological Reflections on Gauge Symmetries, the Brout-Englert-Higgs Mechanism, Particles, and Observables",2020,0,C20-11-05
1777244,10th Workshop on Geometric Correspondences of Gauge Theories ,2020,0,C20-05-25.3
1777580,2020 MCnet-CTEQ Summer School,2020,0,C20-08-02.1
1777704,Integrability in Lower Dimensional AdS/CFT,2020,0,C20-05-18.4
1778084,Mountain Physics Camp,2020,0,C20-04-01.1
1778273,Cancelled: 12th High-Energy Physics International Conference in Madagascar,2020,0,C20-10-26
1778425,"Strings, Branes and Holograms",2020,0,C20-06-22.2
1778441,Latin American Workshop on Software and Computing Challenges in High-Energy Particle Physics,2019,0,C19-11-20
1778623,Alternative Gravities and Fundamental Cosmology,2020,0,C20-09-14
1778848,Categorical Wall Crossing in 2d QFT and Beyond,2020,0,C20-05-10
1778864,II Latin American Strategy Forum for Research Infrastructure,2020,0,C20-03-24.1
2074365,High Performance Computing (HPC): Technologies and Applications,2022,0,C22-05-23.6
2074435,Les Rencontres de Physique des Particules,2022,0,C22-12-05.1
2075385,Cosmology from Home 2022,2022,0,C22-07-04.7
2078008,CosmoLattice School 2022,2022,0,C22-09-05.4
2078017,"Quivers, representation theory and physics",2022,0,C22-09-07
2078398,New connections in number theory and physics,2022,0,C22-08-01.6
2078399,Making the bridge: Exploring new connections between number theory and physics,2022,0,C22-08-01.7
2078400,Crossing the bridge: New connections in number theory and physics,2022,0,C22-08-22.2
2078450,Tehran School on Swampland Program 2022,2022,0,C22-05-16.4
2078456,Quantum Systems in Extreme Conditions,2022,0,C22-11-14
2079138,Spanish and Portuguese Relativity Meetings 2022,2022,0,C22-08-29.2
2079306,A Cosmic Window to Fundamental Physics: Primordial Non-Gaussianity and Beyond,2022,0,C22-09-19.2
2079837,Status and prospects of Non-leptonic B meson decays,2022,0,C22-05-31.2
2080274,PHOTONICS FOR QUANTUM WORKSHOP 2019,2019,0,C19-01-23.2
2080275,PHOTONICS FOR QUANTUM 2020,2021,0,C21-06-23
2080333,14th Quark Confinement and the Hadron Spectrum Conference,2021,0,C21-08-02.10
2080484,British Universities Summer School in Theoretical Elementary Particle Physics,2022,0,C22-08-28.1
2081429,11th Applied Optics and Photonics China,2022,0,C22-06-26
2081430,SPIE QUANTUM WEST,2022,0,C22-01-26
2081532,12th Workshop on Geometric Correspondences of Gauge Theories,2022,0,C22-07-04.8
2081775,Workshop in Cosmology: Challenges to ΛCDM,2022,0,C22-09-04.2
2082986,Frontiers of Matter Wave Optics,2022,0,C22-09-12.4
2083039,HiggsDiscovery@10,2022,0,C22-06-30
2083045,PHYSTAT-Anomalies: Model-independent searches for New Physics,2022,0,C22-05-24
2083046,PHYSTAT-Anomalies: Model-Independent Detection of New Physics Signals Using Interpretable Semi-Supervised Classifier Tests,2022,0,C22-04-27
2083047,PHYSTAT- Gamma: High Energy Gamma Ray Astronomy in a Multi-Wavelength Context,2022,0,C22-09-28.2
2083049,PHYSTAT-FLAVOUR 2020 virtual workshop,2020,0,C20-11-19.2
2083050,PHYSTAT-Systematics workshop,2021,0,C21-11-01.3
2083085,PHYSTAT Dark Matter 2019,2019,0,C19-07-31
2083414,Particle Avenues in the Dark Universe Arena: Axions,2022,0,C22-09-12.5
2083457,Gravity@Prague 2022,2022,0,C22-09-19.3
2083458,Gravity@Prague 2022,2022,0,C22-09-19.4
2083459,Gravity@Prague 2022,2022,0,C22-09-19.5
2083460,"NR community summer school Aug 8-12, 2022",2022,0,C22-08-08.4
2086242,Recent Progress in Axion Theory and Experiment,2022,0,C22-09-05.5
2087859,Petnica Summer Institute 2022,2022,0,C22-08-01.8
2087862,Advancing the Understanding of Non-Perturbative QCD Using Energy Flows,2022,0,C22-09-19.7
2088139,JETSCAPE Summer School 2022,2022,0,C22-07-25.3
2088149,Moscow International School of Physics 2022,2022,0,C22-07-24.1
2088182,Young Researchers Integrability School and Workshop 2022,2022,0,C22-10-23
2089621,EuroStrings 2023,2023,0,C23-04-24
2090083,5th Plenary Workshop of the Muon g-2 Theory Initiative,2022,0,C22-09-05.6
2090084,PRISMA+ School 2022,2022,0,C22-09-26.1
2090100,New Methods in Finsler Geometry,2022,0,C22-08-24
2090114,ICTP-SAIFR Workshop on Workshop on Classical Gravity and Applications,2022,0,C22-08-29.3
2091136,Heavy Flavours from small to large systems,2022,0,C22-10-03.1
2091359,Multi-messenger Tomography of Earth,2022,0,C22-07-30.1
2091515,Minicourse on Universality in the Epsilon-Expansion,2022,0,C22-07-12
2092096,Gravitational Wave Orchestra,2022,0,C22-09-08
2092543,Tensions in Cosmology,2022,0,C22-09-08.1
2092936,33rd Canary Islands Winter School of Astrophysics,2022,0,C22-11-21
2092946,5th Workshop on Python in High Energy Physics,2022,0,C22-09-12.6
2094020,8th International conference on radionuclide metrology - low level radioactivity measurement techniques,2022,0,C22-05-02.1
2094219,6th International Conferences on the Nature and Ontology of Spacetime,2022,0,C22-09-12.7
2094627,TDLI-PKU BSM workshop 2022: Electroweak lights the way,2022,0,C22-08-01.9
2094666,Data and Machine learning at the LHC,2022,0,C22-08-22.3
2096640,Antinuclei in the Universe?,2022,0,C22-02-07.3
2096641,Charming Clues for Existence,2022,0,C22-03-07
2096642,Novel Hidden Sectors: From Colliders to Cosmology,2022,0,C22-04-25.2
2096643,Advances in Cosmology through Numerical Simulations,2022,0,C22-05-09.3
2096644,Planet Formation: From Dust Coagulation to Final Orbit Assembly,2022,0,C22-06-07
2096645,Novel Developments in Scattering Amplitudes,2022,0,C22-07-11.3
2096646,Gearing up for High-Precision LHC Physics,2022,0,C22-08-08.7
2096647,Self-organization across scales: from nm to parsec,2022,0,C22-09-05.7
2096648,Star-Forming Clumps and Clustered Starbursts across Cosmic Time,2022,0,C22-10-04
2096649,The fundamental role of stellar multiplicity in stellar dynamics and evolution,2022,0,C22-10-31.1
2096664,Interacting Supernovae,2023,0,C23-02-06
2096665,"Engineering Life: Unifying concepts from system chemistry, biophysics and theoretical physics",2023,0,C23-03-13
2096666,Quantum Computing Methods for High Energy Physics,2023,0,C23-04-10
2096667,The Present and Future of Heavy Flavour and Exotic Hadron Spectroscopy,2023,0,C22-05-08
